1768142283.6348531,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768142306.1705542,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768142352.193142,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768142567.757998,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768143177.620945,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768143267.739049,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768143283.740245,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768143380.894943,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768143558.548427,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768143814.9947479,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768143876.263105,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768144064.3857942,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768144085.988714,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768322205.8503208,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768326594.011861,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768327050.1634161,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768327384.030821,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768328113.0638561,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768328443.727477,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768329088.4649222,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
1768329610.939382,RPi,"Radio Connection Failed: [Errno 2] could not open port /dev/ttyAMA0: [Errno 2] No such file or directory: '/dev/ttyAMA0'
"
